courseid,userid,name,city,lastaccess
2060,88426,Nicolash Goncalves,Recife,1575422377
2060,88430,Julieta Goncalves,Petrolina,1575379949
2060,88432,Julieta Correia,Jaboatão dos Guararapes,1574802560
2060,88438,Lavinia Goncalves,Recife,1575423546
2060,88463,Estevan Martins,Cabo de Santo Agostinho,1575420870
2060,88465,Camila Araujo,Recife,1575421895
2060,88475,Martim Cavalcanti,Vitória de Santo Antão,1574816695
2060,88481,Leila Oliveira,Recife,1575457116
2060,88501,Antônio Almeida,Jaboatão dos Guararapes,1575425056
2060,88503,Giovana Fernandes,Recife,1575422900
2060,88504,Fábio Rodrigues,Recife,1575460618
2060,88531,Giovana Costa,Recife,1575066152
2060,88540,Daniel Ribeiro,Triunfo,1574872992
2060,88541,Luana Cunha,Recife,1575507531
2060,88563,Breno Cavalcanti,Cabo de Santo Agostinho,1572631812
2060,88566,Beatrice Alves,São Lourenço da Mata,1575376005
2060,88571,Daniel Ribeiro,Serra Talhada,1574249833
2060,88577,Enzo Cavalcanti,Jaboatão dos Guararapes,1575426370
2060,88589,Daniel Oliveira,Santa Cruz da Baixa Verde,1575504508
2060,88604,Vinicius Barros,Cabo de Santo Agostinho,1575572983
2060,88665,Joao Goncalves,Cabo de Santo Agostinho,1575470627
2060,88680,Sophia Pereira,Camaragibe,1575550445
2060,88685,Nicole Correia,São Lourenço da Mata,1570095566
2060,88702,Luis Fernandes,Olinda,1574732055
2060,88704,Larissa Rocha,Olinda,1575518052
2060,88706,José Gomes,Recife,1575326890
2060,88737,Mateus Goncalves,Jaboatão dos Guararapes,1575405925
2060,88750,Matilde Pereira,Recife,1574807853
2060,88757,Beatriz Fernandes,Recife,1575487266
2060,88760,Bruna Oliveira,Feira Nova,1575595595
2060,88787,Gabriel Sousa,Triunfo,1575496379
2060,88796,Giovanna Santos,Araripina,1575426874
2060,88802,Gabrielly Barbosa,Carpina,1575633362
2060,88810,Mariana Pinto,Jaboatão dos Guararapes,1575569730
2060,88841,Luana Cunha,Recife,1575407278
2060,88863,Gabriela Dias,Recife,1575621995
2060,88864,Giovanna Ribeiro,Olinda,1575569395
2060,88874,Yasmin Almeida,Goiana,1572261881
2060,88875,Kai Dias,Ibimirim,1574807858
2060,88879,Beatriz Cunha,São Lourenço da Mata,1575385637
2060,88880,Igor Barros,Paulista,1575477359
2060,88891,Sofia Rocha,Jaboatão dos Guararapes,1575588485
2060,88910,Joao Ferreira,Recife,1575424091
2060,88918,Larissa Ferreira,Recife,1575427539
2060,88932,Isabela Barbosa,Jaboatão dos Guararapes,1575385630
2060,88992,Paulo Costa,Petrolina,1575479205
2060,89013,Igor Cunha,Jaboatão dos Guararapes,1575427699
2060,89031,Otávio Cavalcanti,Igarassu,1575335918
2060,89061,Victor Dias,Araripina,1574253103
2060,89064,Luana Costa,Cabo de Santo Agostinho,1575410916
2060,89123,Caio Almeida,Goiana,1574176018
2060,89165,Julia Ribeiro,Olinda,1575592270
2060,89182,Eduardo Barros,Jaboatão dos Guararapes,1575477473
2060,89191,Kai Castro,Floresta,1574717852
2060,89198,Pedro Correia,Camaragibe,1573566149
2060,89200,Tomás Oliveira,Jaboatão dos Guararapes,1571017561
2060,89228,Thaís Almeida,Recife,1575428102
2060,89229,Tomás Santos,Araripina,1575415550
2060,89232,Rafaela Goncalves,Recife,1575601906
2060,89236,Thaís Araujo,Timbaúba,1574807017
2060,89238,Thaís Costa,Arcoverde,1571707082
2060,89272,Nicolas Ribeiro,Recife,1575418246
2060,89275,Alex Silva,Recife,1575464692
2060,89298,João Costa,Recife,1575597590
2060,89302,Giovanna Gomes,Recife,1575340285
2060,89311,Julian Fernandes,Camaragibe,1575597846
2060,89392,Enzo Oliveira,Jaboatão dos Guararapes,1575424357
2060,89418,Kauã Azevedo,São Lourenço da Mata,1575419666
2060,89465,Julian Costa,Casinhas,1575435399
2060,89516,Camila Pinto,Jaboatão dos Guararapes,1575571921
2060,89533,Antônio Souza,Recife,1575472893
2060,89541,Alex Rodrigues,Recife,1570578682
2060,89559,Lara Santos,Pesqueira,1575423873
2060,89565,Marina Dias,Triunfo,1574805462
2060,89567,Tomás Alves,Cabo de Santo Agostinho,1575422175
2060,89578,Douglas Silva,Abreu e Lima,1575399789
2060,89583,Davi Lima,Paulista,1574084210
2060,89624,Rafaela Barbosa,Recife,1575458277
2060,89662,Gabriela Dias,Recife,1575589771
2060,89667,Lucas Sousa,Recife,1574814080
2060,89671,Eduardo Cardoso,Rio Formoso,1575450625
2060,89692,Diogo Goncalves,Jaboatão dos Guararapes,1575556554
2060,89705,Thiago Goncalves,Cabo de Santo Agostinho,1575459968
2060,89714,Erick Souza,Abaré,1575456166
2060,89720,Luis Correia,Trindade,1575380810
2060,89724,Mateus Alves,Jaboatão dos Guararapes,1575074083
2060,89726,Isabela Castro,Amaraji,1575417444
2060,89772,Anna Fernandes,Petrolândia,1575578614
2060,89783,Antônio Araujo,Recife,1574964508
2060,89796,Letícia Correia,Caetés,1575587838
2060,89831,Amanda Dias,Recife,1573480685
2060,89837,Júlia Ribeiro,Recife,1575417970
2060,89844,Marina Castro,Tacaratu,1575334116
2060,89845,Carolina Rodrigues,Serra Talhada,1575374510
2060,89856,Kaua Sousa,Igarassu,1575339156
2060,89871,Enzo Sousa,Jaboatão dos Guararapes,1575323556
2060,89879,Vitória Azevedo,Recife,1575463520
2060,89896,Breno Ferreira,Recife,1575374167
2060,89912,Estevan Cavalcanti,Camaragibe,1575399667
2060,89915,José Silva,Petrolina,1574861481
2060,89917,Leonor Souza,Recife,1575576858
2060,89929,Victor Cunha,Jaboatão dos Guararapes,1575305879
2060,89933,Nicole Oliveira,Cabo de Santo Agostinho,1575425911
2060,89947,Igor Fernandes,Triunfo,1575478708
2060,89962,José Sousa,Triunfo,1575398792
2060,89990,Nicolas Azevedo,Camaragibe,1575431996
2060,89994,Fábio Goncalves,Ibimirim,1575383793
2060,90005,Otávio Gomes,Jaboatão dos Guararapes,1575428320
2060,90081,Thiago Rocha,Serra Talhada,1575453883
2060,90085,Amanda Melo,Olinda,1575479809
2060,90165,Livia Dias,Ferreiros,1574817457
2060,90171,Lucas Dias,Recife,1575479216
2060,90177,Ágatha Lima,Recife,1575635732
2060,90217,Luiz Barbosa,Afogados da Ingazeira,1575460327
2060,90231,Aline Fernandes,Recife,1575427782
2060,90235,Davi Ribeiro,Araripina,1575464893
2060,90241,Luiza Carvalho,São Bento do Una,1575428606
2060,90251,José Cunha,Jaboatão dos Guararapes,1575383576
2060,90253,Alex Sousa,Petrolândia,1575465257
2060,90262,Eduarda Dias,Jaboatão dos Guararapes,1575419104
2060,90273,Bruno Fernandes,Recife,1572973876
2060,90274,Estevan Castro,Escada,1575489170
2060,90278,Davi Correia,Recife,1575601963
2060,90280,Gabriela Barros,Jaboatão dos Guararapes,1575423639
2060,90327,Enzo Pereira,Bezerros,1575426671
2060,90352,Victor Cunha,Olinda,1575218555
2060,90354,Lara Barros,Pesqueira,1575460955
2060,90394,Vitória Correia,Recife,1575402002
2060,90396,Giovanna Carvalho,Recife,1575423946
2060,90401,Marisa Gomes,Buíque,1575603648
2060,90407,Fábio Pereira,Camaragibe,1572361568
2060,90417,Beatrice Cunha,Jaboatão dos Guararapes,1572474873
2060,90427,Luana Ferreira,Paulista,1575554022
2060,90440,Luis Sousa,Recife,1572377430
2060,90456,Kauê Barbosa,Ibimirim,1575390985
2060,90473,Fernanda Silva,São José do Egito,1575070989
2060,90499,Pedro Costa,Recife,1571531706
2060,90518,Daniel Martins,Goiana,1575335649
2060,90526,Tiago Souza,Belo Jardim,1575583301
2060,90544,Brenda Silva,Recife,1575594733
2060,90564,Larissa Pinto,Caruaru,1575575959
2060,90620,Estevan Carvalho,Garanhuns,1575424744
2060,90636,Leonor Pereira,São Lourenço da Mata,1575625207
2060,90648,Rafael Lima,Belo Jardim,1575255629
2060,90666,Eduarda Barros,Olinda,1575229022
2060,90670,Emilly Martins,Escada,1575293652
2060,90684,Diogo Gomes,Olinda,1575533323
2060,90696,Bruno Almeida,Cabo de Santo Agostinho,1574086737
2060,90701,Nicolash Ferreira,Goiana,1575584725
2060,90715,Emily Gomes,Jaboatão dos Guararapes,1575390930
2060,90743,Alice Cunha,Cabo de Santo Agostinho,1571896251
2060,90759,Evelyn Souza,Recife,1575647484
2060,90765,Emily Barbosa,Olinda,1575634307
2060,90773,Eduarda Souza,Olinda,1575416946
2060,90787,Kai Ferreira,Garanhuns,1571266343
2060,90808,Livia Pinto,Recife,1572273801
2060,90814,Júlio Silva,Recife,1575557167
2060,90816,Mariana Souza,Goiana,1575456109
2060,90834,Sofia Silva,Buíque,1575589074
2060,90836,Isabelle Barros,Goiana,1575456181
2060,90841,Bruna Barbosa,Buíque,1575589135
2060,90846,Bianca Dias,Cabo de Santo Agostinho,1575471083
2060,90860,Beatrice Correia,Recife,1575469698
2060,90870,Alice Castro,Paulista,1575585949
2060,90908,Larissa Azevedo,Paulista,1575397107
2060,90929,Joao Cavalcanti,Jaboatão dos Guararapes,1575418312
2060,90931,Renan Almeida,Petrolina,1575403653
2060,90936,Kauê Cunha,Paulista,1575381617
2060,90937,Vitória Cardoso,Paulista,1574630327
2060,90940,Anna Almeida,Palmares,1572966299
2060,90951,Carolina Goncalves,Recife,1575288377
2060,90963,Sarah Ribeiro,Paulista,1575425728
2060,90994,Letícia Rocha,Ipojuca,1575592149
2060,91009,Anna Correia,Recife,1575625534
2060,91029,Rafael Melo,Floresta,1572919143
2060,91071,Aline Melo,Jaboatão dos Guararapes,1575418115
2060,91125,Vitoria Sousa,Garanhuns,1574816483
2060,91127,Melissa Almeida,Cabo de Santo Agostinho,1551445577
2060,91147,Emily Melo,Olinda,1575634046
2060,91153,José Rocha,Goiana,1574369170
2060,91167,Sophia Rodrigues,Nazaré da Mata,1575406443
2060,91216,Bruna Melo,Serra Talhada,1574988317
2060,91218,Luan Rodrigues,Floresta,1575508960
2060,91221,Fábio Cardoso,Abreu e Lima,1575641081
2060,91252,Rodrigo Sousa,Jaboatão dos Guararapes,1575565089
2060,91254,Diego Cardoso,Arcoverde,1575629460
2060,91286,Alex Dias,Olinda,1574196207
2060,91287,Livia Souza,Garanhuns,1575418873
2060,91297,Luan Cardoso,Caruaru,1575505198
2060,91307,Livia Melo,Jaboatão dos Guararapes,1575638239
2060,91331,Julieta Carvalho,Goiana,1575416178
2060,91336,Sophia Gomes,Paulista,1575427447
2060,91386,Diogo Melo,Arcoverde,1575425799
2060,91388,Igor Silva,Arcoverde,1575422054
2060,91410,Marcos Rocha,Camaragibe,1575505488
2060,91423,Eduarda Rodrigues,Ribeirão,1575391595
2060,91448,Luan Pereira,Pesqueira,1575421718
2060,91460,Lara Costa,Jaboatão dos Guararapes,1575327333
2060,91483,Júlio Correia,Palmares,1575561934
2060,91484,Daniel Barbosa,Igarassu,1575427481
2060,91504,Yasmin Lima,Recife,1575640565
2060,91525,Gabrielly Martins,Belo Jardim,1575420760
2060,91526,Estevan Almeida,Recife,1575580233
2060,91548,Paulo Silva,Triunfo,1574183423
2060,91560,Ágatha Silva,Buíque,1575548766
2060,91562,Maria Melo,Itambé,1575474553
2060,91566,Renan Pereira,Moreno,1575646147
2060,91574,Laura Cunha,Exu,1575544720
2060,91600,Martim Cunha,Buíque,1575398126
2060,91602,Camila Castro,Buíque,1575333893
2060,91614,Douglas Rodrigues,Paulista,1575397559
2060,91618,Lavinia Rodrigues,Olinda,1575498290
2060,91622,Isabella Pinto,Lajedo,1575378297
2060,91623,Gabrielle Rocha,Palmares,1575314087
2060,91627,Eduardo Pereira,Araçoiaba,1575487201
2060,91689,Estevan Almeida,Petrolândia,1572379124
2060,91697,Pedro Silva,Garanhuns,1575422541
2060,91710,Antônio Gomes,Ipubi,1573762520
2060,91725,Gabrielle Santos,Belo Jardim,1575595851
2060,91736,Rafael Rocha,Jaboatão dos Guararapes,1575579758
2060,91747,Thiago Cardoso,Floresta,1575481559
2060,91777,Arthur Carvalho,Carnaíba,1574823530
2060,91798,Marina Correia,Olinda,1574466847
2060,91811,Amanda Costa,Recife,1575595093
2060,91815,Martim Pereira,Caruaru,1575424292
2060,91863,Leonardo Fernandes,Cabo de Santo Agostinho,1575467352
2060,91870,Carla Correia,Recife,1575475199
2060,91875,Douglas Cavalcanti,Recife,1575508732
2060,91926,Luiza Barbosa,Recife,1574166687
2060,91934,Bruna Dias,Vitória de Santo Antão,1575392164
2060,91938,Diogo Costa,Cabo de Santo Agostinho,1574437869
2060,91977,Livia Gomes,Águas Belas,1575583165
2060,92011,Melissa Barbosa,Paulista,1575575864
2060,92028,Kauã Sousa,Nazaré da Mata,1575579070
2060,92034,Julieta Almeida,Joaquim Nabuco,1575514476
2060,92046,Luís Rodrigues,Floresta,1575591335
2060,92053,Camila Rodrigues,Serra Talhada,1575491570
2060,92072,Carlos Araujo,Cabo de Santo Agostinho,1575329300
2060,92080,Júlia Oliveira,Itaquitinga,1575642583
2060,92107,Beatrice Cavalcanti,Timbaúba,1575592775
2060,92130,Tomás Lima,Igarassu,1575424104
2060,92146,Thaís Pereira,Recife,1573080767
2060,92162,Diego Sousa,Jaboatão dos Guararapes,1575553354
2060,92173,Joao Pinto,Paulista,1575546155
2060,92179,Thaís Rodrigues,Recife,1552098130
2060,92188,Marina Almeida,Recife,1575418858
2060,92213,Victor Cunha,Camaragibe,1571836352
2060,92221,Isabella Ferreira,Paulista,1575507567
2060,92237,Gabrielle Silva,Recife,1575144815
2060,92239,Matilde Dias,Recife,1574817245
2060,92263,Arthur Costa,Chã de Alegria,1569809378
2060,92271,Melissa Santos,Paulista,1575646565
2060,92283,Giovanna Ribeiro,Abreu e Lima,1574785529
2060,92295,Otávio Cavalcanti,Recife,1574213326
2060,92304,Joao Alves,Petrolina,1575085121
2060,92312,Nicole Carvalho,Jaboatão dos Guararapes,1575427033
2060,92332,Miguel Ferreira,Jaboatão dos Guararapes,1575320254
2060,92346,Marcos Araujo,São Lourenço da Mata,1573158836
2060,92363,Giovana Souza,Paudalho,1575644730
2060,92371,Marina Cardoso,Paulista,1575510935
2060,92410,Tomás Rodrigues,Pesqueira,1575316818
2060,92412,Vitór Almeida,Itapissuma,1575342993
2060,92414,Emily Souza,São Lourenço da Mata,1575463309
2060,92450,Samuel Sousa,Recife,1573491861
2060,92467,Nicolash Oliveira,Paulista,1575544450
2060,92491,Vinícius Araujo,Casa Nova,1575212321
2060,92495,Gustavo Fernandes,Santa Cruz do Capibaribe,1575483445
2060,92524,Amanda Rocha,Abreu e Lima,1575426298
2060,92529,Alice Rodrigues,Águas Belas,1575456406
2060,92532,Gabrielly Carvalho,Olinda,1575227290
2060,92552,Fernanda Araujo,Itapissuma,1574814290
2060,92554,Gabrielle Rodrigues,Recife,1575427175
2060,92555,Vinicius Cavalcanti,Brejão,1575487754
2060,92556,Caio Rodrigues,Brejão,1575471990
2060,92608,Diego Melo,Serra Talhada,1575588327
2060,92624,Vitór Cunha,Caruaru,1575416467
2060,92644,Marisa Costa,Alagoinha,1575428907
2060,92646,Beatrice Cunha,Bom Conselho,1575456162
2060,92662,Marisa Barbosa,Surubim,1575421641
2060,92676,Maria Rocha,Carnaíba,1574823814
2060,92684,Emilly Sousa,Alagoinha,1575481999
2060,92751,André Costa,Igarassu,1575429381
2060,92774,Ryan Araujo,Garanhuns,1575419370
2060,92789,Rodrigo Ribeiro,Petrolina,1574078228
2060,92803,Beatrice Almeida,Igarassu,1575414553
2060,92811,Isabella Martins,São Lourenço da Mata,1575464184
2060,92819,Rebeca Cunha,Flores,1575592930
2060,92837,Cauã Correia,Lajedo,1575557124
2060,92840,Carlos Silva,Recife,1575645135
2060,92842,Kauan Martins,Olinda,1575463831
2060,92845,Davi Sousa,Recife,1575415178
2060,92854,Beatrice Correia,Recife,1575319975
2060,92856,Raissa Lima,Olinda,1573606836
2060,92862,Maria Dias,Jaboatão dos Guararapes,1575644490
2060,92872,Nicole Ribeiro,Marcolândia,1575589373
2060,92876,Douglas Goncalves,Recife,1575589941
2060,92883,Rafael Souza,Timbaúba,1575396752
2060,92884,Felipe Barbosa,Timbaúba,1575314931
2060,92900,Isabella Rocha,Brejo da Madre de Deus,1575309134
2060,92926,Julieta Almeida,Toritama,1574812542
2060,92928,Yasmin Gomes,Vitória de Santo Antão,1575406629
2060,92929,Letícia Goncalves,Abreu e Lima,1575471564
2060,92939,Estevan Rodrigues,Recife,1575289512
2060,92964,Bruno Pereira,Recife,1575482462
2060,92986,Aline Rocha,Curaçá,1575566353
2060,92988,Leonardo Rodrigues,Paulista,1575613110
2060,92998,Enzo Dias,Palmares,1575420524
2060,93002,Evelyn Pereira,Lajedo,1575420493
2060,93008,Lavinia Cardoso,Ipojuca,1574766314
2060,93014,Beatrice Goncalves,Recife,1575425769
2060,93021,André Oliveira,Cabo de Santo Agostinho,1552698275
2060,93032,Rafael Fernandes,Tracunhaém,1574817556
2060,93035,Gabrielle Barros,Palmares,1575512264
2060,93048,Beatriz Araujo,Nazaré da Mata,1575397908
2060,93068,Fábio Goncalves,Recife,1575427830
2060,93071,Matheus Goncalves,Garanhuns,1575428519
2060,93076,André Lima,Camaragibe,1575510849
2060,93078,Vinícius Gomes,Cabo de Santo Agostinho,1575432112
2060,93093,Gustavo Pinto,Itapissuma,1575425193
2060,93104,Sarah Cavalcanti,Olinda,1574822983
2060,93105,Eduarda Souza,Paulista,1575455010
2060,93113,Tânia Costa,Abreu e Lima,1575418173
2060,93116,Thiago Cunha,Recife,1575469363
2060,93117,Nicolash Rodrigues,Custódia,1575593427
2060,93124,Giovanna Sousa,Paulista,1575269907
2060,93125,Cauã Cavalcanti,Limoeiro,1575567059
2060,93135,Miguel Cavalcanti,Bezerros,1575580906
2060,93138,Camila Fernandes,Cabo de Santo Agostinho,1575436134
2060,93140,Clara Azevedo,Timbaúba,1575395750
2060,93143,Tomás Barros,Recife,1574804058
2060,93144,Tomás Barbosa,Timbaúba,1575501637
2060,93149,Tânia Cavalcanti,Recife,1575487380
2060,93152,Luan Pereira,Recife,1572129369
2060,93156,Vitor Carvalho,São Lourenço da Mata,1575417302
2060,93163,Livia Cardoso,Recife,1575584392
2060,93195,Emily Correia,Recife,1575588909
2060,93202,Rafael Pinto,Dormentes,1575426069
2060,93208,Leonor Cardoso,Dormentes,1575425180
2060,93209,Tiago Correia,Olinda,1575378801
2060,93211,Anna Pinto,Abreu e Lima,1569855787
2060,93213,Sophia Almeida,São Lourenço da Mata,1575407498
2060,93214,Isabella Sousa,Paulista,1569982720
2060,93223,Kauan Sousa,Bezerros,1575509838
2060,93240,Luiza Sousa,Trindade,1575565251
2060,93248,Tânia Almeida,Recife,1575592004
2060,93253,Emily Melo,Lagoa Nova,1575427012
2060,93262,Carlos Goncalves,Recife,1575592172
2060,93264,Antônio Cardoso,Itambé,1575478874
2060,93289,Ana Ferreira,Paulista,1575502792
2060,93313,Gabriel Barbosa,Afrânio,1575454277
2060,93327,Matilde Martins,Campestre,1575388553
2060,93365,Antônio Rocha,Belo Jardim,1575427658
2060,93396,Kauã Souza,Bezerros,1575507625
2060,93407,Arthur Ribeiro,Recife,1575639870
2060,93410,Gabriela Oliveira,Bezerros,1575497453
2060,93424,Kauã Rodrigues,Recife,1575575595
2060,93432,Martim Ribeiro,Recife,1575335842
2060,93467,Murilo Araujo,Recife,1574714517
2060,93472,Luan Fernandes,Olinda,1575405416
2060,93473,Gabriel Cardoso,Jupi,1574792661
2060,93496,Bianca Costa,Igarassu,1575415230
2060,93497,Breno Azevedo,Recife,1574214000
2060,93499,Guilherme Costa,Garanhuns,1574207336
2060,93511,Leila Ribeiro,Paulista,1575579423
2060,93520,Sarah Melo,Jaboatão dos Guararapes,1575511035
2060,93526,Rebeca Melo,Caruaru,1575588302
2060,93532,Carolina Carvalho,Jaboatão dos Guararapes,1575510975
2060,93535,Anna Cavalcanti,Água Preta,1569548193
2060,93536,Luiza Correia,Paulista,1575637601
2060,93538,Nicolas Azevedo,Itacuruba,1572997112
2060,93649,Nicole Cavalcanti,Jaboatão dos Guararapes,1575243464
2060,93832,João Castro,Recife,1575647568
2060,94084,Julia Dias,Recife,1574777936
2060,94396,Antônio Barbosa,Paulista,1571789870
2060,94549,Marcos Correia,Paudalho,1575390071
2060,94808,Vitór Dias,Itabaiana,1575417345
2060,94877,Luiza Dias,Camaragibe,1575479234
2060,94895,Bruno Araujo,Recife,1573612219
2060,94906,Bruno Sousa,Jaboatão dos Guararapes,1575591780
2060,95100,Davi Azevedo,Paulista,1574192047
2060,95326,Mariana Costa,Nazaré da Mata,1575590971
2060,95330,Leonardo Alves,Camaragibe,1573996178
2060,95348,Isabelle Alves,Camaragibe,1575399519
2060,95731,Rafael Pinto,Ipojuca,1575465853
2060,95791,Arthur Melo,Recife,1573611998
2060,96304,Breno Fernandes,Gravatá,1572991158
2060,96328,Aline Cardoso,Caruaru,1573003189
2060,96356,Bruna Rodrigues,Jaboatão dos Guararapes,1574808227
2060,97283,Carla Gomes,Belém de São Francisco,1573600235
2060,97428,Pedro Souza,Sanharó,1575482883
2060,97539,Kaua Rocha,São Bento do Una,1575403521
2060,97615,Kaua Alves,Itacuruba,1575587060
2060,97620,Letícia Barbosa,Camaragibe,1575396465
2060,97718,Júlio Souza,Recife,1573002735
2060,97872,Pedro Costa,Recife,1575628831
2060,97988,Melissa Castro,Águas Belas,1575326981
2060,98153,Kauã Pinto,Recife,1574209898
2060,98483,Julieta Ribeiro,Paudalho,1573582819
2060,98875,Nicole Correia,Escada,1575386792
2060,99023,Isabela Souza,Igarassu,1574812445
2060,99183,Carolina Cavalcanti,Palmares,1574338578
2060,99460,Emilly Carvalho,Cabo de Santo Agostinho,1575647393
2060,99613,Gabriela Cunha,Jaboatão dos Guararapes,1574775948
2060,99634,Bruno Cavalcanti,Palmares,1574283501
2060,99926,Luiz Cardoso,Olinda,1575380938
2060,99944,Fernanda Almeida,Vitória de Santo Antão,1572395004
2060,100158,Maria Carvalho,Araripina,1575638836
2060,100181,Lara Cardoso,Camaragibe,1574266940
2060,100279,Miguel Cunha,Vertente do Lério,1575472362
2060,100325,Eduardo Silva,Recife,1575045878
2060,100342,Livia Oliveira,Abreu e Lima,1575492683
2060,100526,João Barbosa,Recife,1575569841
2060,100672,Melissa Gomes,Recife,1575340479
2060,100964,Douglas Carvalho,Jaboatão dos Guararapes,1575399299
2060,101385,Ágatha Silva,Goiana,1574372640
2060,101433,Nicole Oliveira,Serra Talhada,1575392643
2060,101505,Fernanda Barbosa,Serra Talhada,1575480534
2060,101692,Luiza Pinto,Petrolina,1571793600
2060,101831,Ryan Silva,Paulista,1575411047
2060,101949,Julia Castro,Salgueiro,1575552798
2060,102132,Nicole Araujo,Gravatá,1575479858
2060,103166,Eduardo Pereira,Carpina,1575427632
2060,103175,André Silva,Recife,1560294585
2060,103200,Letícia Correia,Jaboatão dos Guararapes,1575398178
2060,103218,Julian Gomes,Jaboatão dos Guararapes,1571921619
2060,103226,Rafaela Gomes,Triunfo,1574979702
2060,103231,Mariana Rocha,Jaboatão dos Guararapes,1575333233
2060,103262,Kaua Martins,Salgueiro,1575641040
2060,103274,Guilherme Lima,Dormentes,1575411451
2060,103283,Eduardo Carvalho,Lagoa do Carro,1575406012
2060,103294,Ana Costa,Gravatá,1575420772
2060,103300,Gustavo Lima,Barra de Guabiraba,1571158305
2060,103302,Kauan Goncalves,Recife,1572904806
2060,103308,Antônio Azevedo,Recife,1575423764
2060,103322,Beatriz Araujo,Vitória de Santo Antão,1575458874
2060,103358,Sarah Barros,Bom Jardim,1574809653
2060,103373,Larissa Araujo,Trindade,1575425231
2060,103374,Anna Pereira,São Lourenço da Mata,1575486368
2060,103379,Júlio Dias,Recife,1575641097
2060,103392,Luiz Cardoso,Camaragibe,1574375971
2060,103426,Larissa Martins,Petrolina,1575426739
2060,103587,Luis Barbosa,São José do Belmonte,1575547243
2060,103826,Evelyn Rodrigues,Serra Talhada,1575414478
2060,103933,Vinicius Martins,Jaboatão dos Guararapes,1575494006
2060,103982,Gabriel Cardoso,Recife,1574040662
2060,104052,Igor Sousa,Lagoa do Itaenga,1571778355
2060,108040,Amanda Gomes,Ipojuca,1575570462
2060,108114,Marisa Pinto,Crato,1575393998
2060,109353,Beatrice Azevedo,Olinda,1575389579
2060,109406,Nicole Ferreira,Recife,1575483300
2060,109498,Laura Ferreira,Recife,1575473203
2060,110265,Maria Rocha,Recife,1575034485
2060,110454,Alice Cunha,Pombos,1575587208
2060,110592,Sofia Almeida,João Alfredo,1575590585
2060,110979,Matheus Melo,Camaragibe,1574715613
2060,111065,Isabella Fernandes,Paulista,1572439001
2060,111149,Luis Goncalves,Nazaré da Mata,1574819737
2060,111592,Luiz Carvalho,Bom Jardim,1575597814
2060,111600,Julia Pereira,Bom Jardim,1575597857
2060,111618,Lara Araujo,Bom Jardim,1575387783
2060,111853,Tânia Santos,Belém de São Francisco,1575468818
2060,111956,Antônio Correia,Recife,1575418008
2060,112066,Aline Barbosa,Recife,1574790569
2060,112405,Martim Cardoso,Jaboatão dos Guararapes,1573051497
2060,112503,Rafael Barbosa,Serra Talhada,1572297745
2060,112730,Marina Barbosa,Lajedo,1575474792
2060,113718,Ana Pinto,Cabo de Santo Agostinho,1573068071
2060,113770,Letícia Lima,Garanhuns,1575212394
2060,114091,Letícia Carvalho,São Lourenço da Mata,1575591744
2060,114219,Eduardo Sousa,Recife,1575420331
2060,114234,Ana Carvalho,São Lourenço da Mata,1575420589
2060,114308,Vitória Pereira,Palmares,1575421307
2060,114509,Victor Cardoso,Olinda,1575334001
2060,115708,Amanda Souza,Triunfo,1575390342
2060,115732,Guilherme Silva,Recife,1571784690
2060,115796,Leila Ribeiro,Recife,1575429677
2060,115869,Nicole Cunha,Cabo de Santo Agostinho,1575330052
2060,115894,Carolina Fernandes,Paulista,1574619260
2060,116106,Samuel Rocha,Belém de São Francisco,1575466053
2060,116867,Rodrigo Pinto,Carpina,1575413666
2060,117145,Leila Santos,Recife,1575643545
2060,118123,Ryan Cunha,Juazeiro,1572045496
2060,118268,Davi Cavalcanti,Cabo de Santo Agostinho,1575409824
2060,118379,Julia Pereira,Surubim,1575597052
2060,118543,Julia Oliveira,Custódia,1575642795
2060,118608,Vitoria Lima,Olinda,1575451935
2060,119114,Leonor Cavalcanti,Poção,1574268762
2060,119139,Leila Cavalcanti,Recife,1575388354
2060,119141,Júlio Costa,Timbaúba,1575568199
2060,119174,Diego Lima,Carpina,1575425231
2060,119198,Julian Silva,Cabo de Santo Agostinho,1575424207
2060,119318,Bruna Rocha,Recife,1572891077
2060,119451,Kaua Alves,Recife,1572401214
2060,119620,Julieta Gomes,Vitória de Santo Antão,1573005786
2060,119803,Sophia Gomes,Olinda,1575448061
2060,119811,Brenda Carvalho,Olinda,1575486450
2060,120087,Emily Correia,Jaboatão dos Guararapes,1575424264
2060,120181,Danilo Alves,Sirinhaém,1575543998
2060,120264,Kauê Araujo,Buíque,1574811563
2060,120271,Arthur Rocha,São Lourenço da Mata,1575484326
2060,120519,Mateus Pinto,Paulista,1575397172
2060,120649,Arthur Almeida,Vitória de Santo Antão,1575472391
2060,120946,Emilly Cavalcanti,Paudalho,1575393420
2060,120989,Beatriz Dias,Recife,1573639269
2060,120990,Victor Martins,Jaboatão dos Guararapes,1575064104
2060,120991,Samuel Souza,Gravatá,1569675183
2060,120993,Melissa Carvalho,Abreu e Lima,1575561655
2060,121000,Diego Azevedo,Abreu e Lima,1575467620
2060,121003,Thaís Cavalcanti,Recife,1575458254
2060,121015,Nicolas Oliveira,Recife,1574182381
2060,121022,Vitoria Barbosa,Buíque,1575562033
2060,121025,Erick Santos,Abreu e Lima,1575325459
2060,121026,Matilde Ferreira,Recife,1574364597
2060,121028,Carla Pinto,Recife,1575387085
